GPSX,GPSY,geometry
121.471872,31.233893,POINT (121.471872 31.233893)
121.388069,31.2025,POINT (121.388069 31.2025)
121.438448,31.29894,POINT (121.438448 31.29894)
121.440955,31.226136,POINT (121.440955 31.226136)
121.50376599999998,30.83997,POINT (121.503766 30.83997)
121.237844,31.061113,POINT (121.237844 31.061113)
121.276852,31.204659000000003,POINT (121.276852 31.204659)
121.320255,31.24142,POINT (121.320255 31.24142)
121.412732,31.207743,POINT (121.412732 31.207743)
121.205553,31.033929,POINT (121.205553 31.033929)
121.702544,31.384914,POINT (121.702544 31.384914)
121.453923,31.223121000000006,POINT (121.453923 31.22312100000001)
121.443459,31.325908,POINT (121.443459 31.325908)
121.431655,31.024814000000006,POINT (121.431655 31.02481400000001)
121.473082,31.209584000000003,POINT (121.473082 31.209584)
121.394814,31.165886,POINT (121.394814 31.165886)
121.496426,31.30305,POINT (121.496426 31.30305)
121.452324,31.215916,POINT (121.452324 31.215916)
121.37311,31.192627,POINT (121.37311 31.192627)
121.290688,31.166355,POINT (121.290688 31.166355)
121.448397,31.218908000000006,POINT (121.448397 31.21890800000001)
121.442,31.237706,POINT (121.442 31.237706)
121.519581,30.837635,POINT (121.519581 30.837635)
121.479588,31.277539,POINT (121.479588 31.277539)
121.444718,31.206637,POINT (121.444718 31.206637)
121.240809,31.015227000000007,POINT (121.240809 31.01522700000001)
121.238348,31.060177000000003,POINT (121.238348 31.060177)
121.464935,31.209612,POINT (121.464935 31.209612)
121.57113,31.233724,POINT (121.57113 31.233724)
121.439234,31.194347,POINT (121.439234 31.194347)
121.503066,31.251887,POINT (121.503066 31.251887)
121.407211,31.233057,POINT (121.407211 31.233057)
121.445603,31.202487,POINT (121.445603 31.202487)
121.446127,31.218912,POINT (121.446127 31.218912)
121.448336,31.231994,POINT (121.448336 31.231994)
121.437495,31.216743,POINT (121.437495 31.216743)
121.482025,31.301713,POINT (121.482025 31.301713)
121.44631499999998,31.222059,POINT (121.446315 31.222059)
121.397176,31.197239,POINT (121.397176 31.197239)
121.453902,31.188243,POINT (121.453902 31.188243)
121.411774,31.228771,POINT (121.411774 31.228771)
121.469028,31.225091,POINT (121.469028 31.225091)
121.238581,31.060966,POINT (121.238581 31.060966)
121.436742,31.231317,POINT (121.436742 31.231317)
121.445652,31.20256,POINT (121.445652 31.20256)
121.485261,31.242518,POINT (121.485261 31.242518)
121.495439,31.228403000000004,POINT (121.495439 31.228403)
121.318211,31.241373,POINT (121.318211 31.241373)
121.69396,31.189048,POINT (121.69396 31.189048)
121.463484,31.223112,POINT (121.463484 31.223112)
121.461087,31.227599,POINT (121.461087 31.227599)
121.47021399999998,31.216837,POINT (121.470214 31.216837)
121.461733,31.233162,POINT (121.461733 31.233162)
121.421867,31.204875,POINT (121.421867 31.204875)
121.437385,31.19289,POINT (121.437385 31.19289)
121.383096,31.108482,POINT (121.383096 31.108482)
121.437578,31.191493,POINT (121.437578 31.191493)
121.39685,31.211535,POINT (121.39685 31.211535)
121.46634,31.206206,POINT (121.46634 31.206206)
121.518202,31.321884000000004,POINT (121.518202 31.321884)
121.463599,31.208171000000004,POINT (121.463599 31.208171)
121.703622,31.384936,POINT (121.703622 31.384936)
121.453989,31.218069,POINT (121.453989 31.218069)
121.688365,31.183431,POINT (121.688365 31.183431)
121.390478,31.157662,POINT (121.390478 31.157662)
121.479507,31.23748,POINT (121.479507 31.23748)
121.438684,31.225176,POINT (121.438684 31.225176)
121.46389,31.208022,POINT (121.46389 31.208022)
121.479943,31.231353,POINT (121.479943 31.231353)
121.428708,31.197293,POINT (121.428708 31.197293)
121.446549,31.207616,POINT (121.446549 31.207616)
121.397528,31.21084,POINT (121.397528 31.21084)
121.596618,31.208841,POINT (121.596618 31.208841)
121.443505,31.235196,POINT (121.443505 31.235196)
121.723502,31.156937,POINT (121.723502 31.156937)
121.43606,31.211648,POINT (121.43606 31.211648)
121.532267,31.215222,POINT (121.532267 31.215222)
121.5045,31.252421,POINT (121.5045 31.252421)
121.463841,31.207836,POINT (121.463841 31.207836)
121.571017,31.238024,POINT (121.571017 31.238024)
121.381038,31.199027,POINT (121.381038 31.199027)
121.403664,31.209137,POINT (121.403664 31.209137)
121.469705,31.216572,POINT (121.469705 31.216572)
121.320104,31.241748,POINT (121.320104 31.241748)
121.488781,31.234182,POINT (121.488781 31.234182)
121.42497,31.302761,POINT (121.42497 31.302761)
121.374795,31.246673,POINT (121.374795 31.246673)
121.446467,31.207676,POINT (121.446467 31.207676)
121.502746,31.219656,POINT (121.502746 31.219656)
121.44173,31.214440000000003,POINT (121.44173 31.21444)
121.447352,31.275612,POINT (121.447352 31.275612)
121.580144,31.20114,POINT (121.580144 31.20114)
121.405282,31.214755,POINT (121.405282 31.214755)
121.363,31.083927000000006,POINT (121.363 31.08392700000001)
121.469993,31.237965000000006,POINT (121.469993 31.23796500000001)
121.440511,31.225939,POINT (121.440511 31.225939)
121.441757,31.227227000000006,POINT (121.441757 31.22722700000001)
121.436542,31.196336,POINT (121.436542 31.196336)
121.446256,31.221963,POINT (121.446256 31.221963)
121.48027,31.229673,POINT (121.48027 31.229673)
121.481035,31.240407,POINT (121.481035 31.240407)
121.44918,31.212392,POINT (121.44918 31.212392)
121.424621,31.230553000000004,POINT (121.424621 31.230553)
121.457522,31.179043,POINT (121.457522 31.179043)
121.212201,31.289047,POINT (121.212201 31.289047)
121.454971,31.218148,POINT (121.454971 31.218148)
121.513657,31.309899,POINT (121.513657 31.309899)
121.695233,31.186568,POINT (121.695233 31.186568)
121.44271299999998,31.295759000000004,POINT (121.442713 31.295759)
121.472506,31.249822,POINT (121.472506 31.249822)
121.469203,31.289049,POINT (121.469203 31.289049)
121.437135,31.266052,POINT (121.437135 31.266052)
121.49274,31.374595000000006,POINT (121.49274 31.37459500000001)
121.404113,31.235605,POINT (121.404113 31.235605)
121.156878,30.897937,POINT (121.156878 30.897937)
121.453621,31.217359,POINT (121.453621 31.217359)
121.383507,31.193128,POINT (121.383507 31.193128)
121.41,31.209128000000003,POINT (121.41 31.209128)
121.205553,31.03393,POINT (121.205553 31.03393)
121.450403,31.218042,POINT (121.450403 31.218042)
121.46988600000002,31.217138,POINT (121.469886 31.217138)
121.372654,31.111307,POINT (121.372654 31.111307)
121.567425,31.161181,POINT (121.567425 31.161181)
121.507318,31.307303000000005,POINT (121.507318 31.307303)
121.503009,31.25337,POINT (121.503009 31.25337)
121.495955,31.239483,POINT (121.495955 31.239483)
121.449518,31.213546,POINT (121.449518 31.213546)
121.107218,31.147665000000003,POINT (121.107218 31.147665)
121.455353,31.236824,POINT (121.455353 31.236824)
121.195966,31.051606,POINT (121.195966 31.051606)
121.455585,31.277689,POINT (121.455585 31.277689)
121.455213,31.230484000000004,POINT (121.455213 31.230484)
121.465607,31.219659000000004,POINT (121.465607 31.219659)
121.435087,31.198606,POINT (121.435087 31.198606)
121.389133,31.181454,POINT (121.389133 31.181454)
121.412782,31.19976,POINT (121.412782 31.19976)
121.376641,31.189112,POINT (121.376641 31.189112)
121.598792,31.20819,POINT (121.598792 31.20819)
121.435416,31.194578000000003,POINT (121.435416 31.194578)
121.481302,31.240481,POINT (121.481302 31.240481)
121.501048,31.237133,POINT (121.501048 31.237133)
121.574555,31.117613,POINT (121.574555 31.117613)
121.468635,31.218803,POINT (121.468635 31.218803)
121.459765,31.233455,POINT (121.459765 31.233455)
121.471143,31.220693,POINT (121.471143 31.220693)
121.360148,31.260812,POINT (121.360148 31.260812)
121.426384,31.249846999999995,POINT (121.426384 31.249847)
121.469595,31.217139000000003,POINT (121.469595 31.217139)
121.470733,31.222676,POINT (121.470733 31.222676)
121.503784,31.283243,POINT (121.503784 31.283243)
121.425115,31.20646,POINT (121.425115 31.20646)
121.444736,31.238651,POINT (121.444736 31.238651)
121.468612,31.219371,POINT (121.468612 31.219371)
121.470711,31.224915000000006,POINT (121.470711 31.22491500000001)
121.212236,31.051262,POINT (121.212236 31.051262)
121.44053,31.202772,POINT (121.44053 31.202772)
121.470422,31.219562,POINT (121.470422 31.219562)
121.50585,31.300040000000006,POINT (121.50585 31.30004000000001)
121.43683500000002,31.244419,POINT (121.436835 31.244419)
121.427305,30.99134,POINT (121.427305 30.99134)
121.369802,31.17391,POINT (121.369802 31.17391)
121.44974,31.222826,POINT (121.44974 31.222826)
121.486807,31.234472,POINT (121.486807 31.234472)
121.511844,31.302815,POINT (121.511844 31.302815)
121.439478,31.213471,POINT (121.439478 31.213471)
121.653841,31.278059,POINT (121.653841 31.278059)
121.36721,31.347279,POINT (121.36721 31.347279)
121.588434,31.24358,POINT (121.588434 31.24358)
121.430008,31.221894,POINT (121.430008 31.221894)
121.55953,31.215098,POINT (121.55953 31.215098)
121.49654,31.237446,POINT (121.49654 31.237446)
121.451434,31.230449,POINT (121.451434 31.230449)
121.486175,31.236379,POINT (121.486175 31.236379)
121.438673,31.232262,POINT (121.438673 31.232262)
121.391786,31.158028,POINT (121.391786 31.158028)
121.49973500000002,31.321884000000004,POINT (121.499735 31.321884)
121.385605,31.166555,POINT (121.385605 31.166555)
121.464225,31.210249,POINT (121.464225 31.210249)
121.477101,31.261838,POINT (121.477101 31.261838)
121.369983,31.171276,POINT (121.369983 31.171276)
121.544794,31.291165000000003,POINT (121.544794 31.291165)
121.413666,31.238694,POINT (121.413666 31.238694)
121.452193,31.257667,POINT (121.452193 31.257667)
121.490185,31.292631,POINT (121.490185 31.292631)
121.587484,31.193305,POINT (121.587484 31.193305)
121.511949,30.848822,POINT (121.511949 30.848822)
121.407858,31.247037,POINT (121.407858 31.247037)
121.50293,31.219797,POINT (121.50293 31.219797)
121.306573,31.143633,POINT (121.306573 31.143633)
121.40305,31.210132,POINT (121.40305 31.210132)
121.506846,31.079824,POINT (121.506846 31.079824)
121.413025,31.237158,POINT (121.413025 31.237158)
121.440987,31.249379,POINT (121.440987 31.249379)
121.458935,31.228797,POINT (121.458935 31.228797)
121.402061,31.209256,POINT (121.402061 31.209256)
121.319765,31.242590000000003,POINT (121.319765 31.24259)
121.406955,31.234421,POINT (121.406955 31.234421)
121.439209,31.228907,POINT (121.439209 31.228907)
121.381795,31.109653,POINT (121.381795 31.109653)
121.514421,31.133284000000003,POINT (121.514421 31.133284)
121.46715,31.239054,POINT (121.46715 31.239054)
121.425381,31.206431,POINT (121.425381 31.206431)
121.426429,31.249846,POINT (121.426429 31.249846)
121.236548,31.366079,POINT (121.236548 31.366079)
121.897231,30.882763,POINT (121.897231 30.882763)
121.409858,31.209062,POINT (121.409858 31.209062)
121.469226,31.22317,POINT (121.469226 31.22317)
121.391446,31.620873,POINT (121.391446 31.620873)
121.45038999999998,31.227987,POINT (121.45039 31.227987)
121.438402,31.245076,POINT (121.438402 31.245076)
121.369762,31.180137,POINT (121.369762 31.180137)
121.51913,30.840291,POINT (121.51913 30.840291)
121.514243,31.231796000000006,POINT (121.514243 31.23179600000001)
121.447444,31.228431,POINT (121.447444 31.228431)
121.484986,31.240966,POINT (121.484986 31.240966)
121.207242,31.28097,POINT (121.207242 31.28097)
121.449634,31.212899,POINT (121.449634 31.212899)
121.60126,31.311598,POINT (121.60126 31.311598)
121.487538,31.398297,POINT (121.487538 31.398297)
121.441539,31.224629,POINT (121.441539 31.224629)
121.298872,31.435312,POINT (121.298872 31.435312)
121.469599,31.221488,POINT (121.469599 31.221488)
121.191593,31.019049,POINT (121.191593 31.019049)
121.504677,31.30494,POINT (121.504677 31.30494)
121.142434,31.161140000000003,POINT (121.142434 31.16114)
121.462934,31.26736,POINT (121.462934 31.26736)
121.451396,31.20623,POINT (121.451396 31.20623)
121.382566,31.322872,POINT (121.382566 31.322872)
121.335011,31.257545,POINT (121.335011 31.257545)
121.455263,31.236654,POINT (121.455263 31.236654)
121.274598,31.386776,POINT (121.274598 31.386776)
121.276272,31.325808,POINT (121.276272 31.325808)
121.390765,31.057928000000004,POINT (121.390765 31.057928)
121.200403,31.296290000000006,POINT (121.200403 31.29629000000001)
121.277753,31.329352,POINT (121.277753 31.329352)
121.419583,31.238911,POINT (121.419583 31.238911)
121.552586,31.257734000000006,POINT (121.552586 31.25773400000001)
121.461452,31.241898,POINT (121.461452 31.241898)
121.436083,31.249474,POINT (121.436083 31.249474)
121.398881,31.19956,POINT (121.398881 31.19956)
121.490248,31.252784,POINT (121.490248 31.252784)
121.456626,31.232774,POINT (121.456626 31.232774)
121.426053,31.237031,POINT (121.426053 31.237031)
121.212615,31.316981,POINT (121.212615 31.316981)
121.442506,31.325677,POINT (121.442506 31.325677)
121.484947,31.235029,POINT (121.484947 31.235029)
121.478604,31.287165,POINT (121.478604 31.287165)
121.447772,31.233112,POINT (121.447772 31.233112)
121.438364,31.210671,POINT (121.438364 31.210671)
121.448095,31.235788,POINT (121.448095 31.235788)
121.400532,31.193392,POINT (121.400532 31.193392)
121.467506,31.245036,POINT (121.467506 31.245036)
121.464253,31.217076,POINT (121.464253 31.217076)
121.464122,31.222494,POINT (121.464122 31.222494)
121.41185,31.259823,POINT (121.41185 31.259823)
121.464394,31.23331,POINT (121.464394 31.23331)
121.642915,31.121879,POINT (121.642915 31.121879)
121.445898,31.204878000000004,POINT (121.445898 31.204878)
121.455641,31.228364000000006,POINT (121.455641 31.22836400000001)
121.500226,31.303517,POINT (121.500226 31.303517)
121.442043,31.226801,POINT (121.442043 31.226801)
121.48741499999998,31.280996,POINT (121.487415 31.280996)
121.472613,31.220131,POINT (121.472613 31.220131)
121.503672,31.305195,POINT (121.503672 31.305195)
121.43761299999998,31.20901,POINT (121.437613 31.20901)
121.471034,31.221243,POINT (121.471034 31.221243)
121.433009,31.207815000000004,POINT (121.433009 31.207815)
121.434458,31.208252,POINT (121.434458 31.208252)
121.478298,30.927759,POINT (121.478298 30.927759)
121.333231,31.167021,POINT (121.333231 31.167021)
121.39062,31.224532,POINT (121.39062 31.224532)
121.278206,31.330715,POINT (121.278206 31.330715)
121.466131,31.204803,POINT (121.466131 31.204803)
121.470617,31.218545,POINT (121.470617 31.218545)
121.337054,31.148643,POINT (121.337054 31.148643)
121.383402,31.322757,POINT (121.383402 31.322757)
121.51242,31.225071000000003,POINT (121.51242 31.225071)
121.472468,31.223915,POINT (121.472468 31.223915)
121.196193,31.04258,POINT (121.196193 31.04258)
121.432423,31.207654,POINT (121.432423 31.207654)
121.503219,31.218427,POINT (121.503219 31.218427)
121.594326,31.266138,POINT (121.594326 31.266138)
121.441799,31.213804,POINT (121.441799 31.213804)
121.618267,31.130987,POINT (121.618267 31.130987)
121.252979,31.380776,POINT (121.252979 31.380776)
121.580272,31.241724,POINT (121.580272 31.241724)
121.495591,31.228259,POINT (121.495591 31.228259)
121.376571,31.173265,POINT (121.376571 31.173265)
121.463352,31.222616,POINT (121.463352 31.222616)
121.434893,31.181436,POINT (121.434893 31.181436)
121.473806,31.222529,POINT (121.473806 31.222529)
121.452945,31.235808,POINT (121.452945 31.235808)
121.19163,31.036713,POINT (121.19163 31.036713)
121.437173,31.196847,POINT (121.437173 31.196847)
121.450124,31.236941,POINT (121.450124 31.236941)
121.450743,31.219792,POINT (121.450743 31.219792)
121.382216,31.192902,POINT (121.382216 31.192902)
121.7498,31.178603000000006,POINT (121.7498 31.17860300000001)
121.435199,31.195004,POINT (121.435199 31.195004)
121.423978,31.219527000000006,POINT (121.423978 31.21952700000001)
121.192785,31.05196,POINT (121.192785 31.05196)
121.481873,31.25067,POINT (121.481873 31.25067)
121.462697,31.217614,POINT (121.462697 31.217614)
121.509453,31.180505,POINT (121.509453 31.180505)
121.420008,31.195929,POINT (121.420008 31.195929)
121.445085,31.212704,POINT (121.445085 31.212704)
121.459268,31.211067,POINT (121.459268 31.211067)
121.475512,31.227263,POINT (121.475512 31.227263)
121.578705,31.241558,POINT (121.578705 31.241558)
121.485502,31.242374,POINT (121.485502 31.242374)
121.398075,31.210558,POINT (121.398075 31.210558)
121.454412,31.228986,POINT (121.454412 31.228986)
121.502056,31.165888,POINT (121.502056 31.165888)
121.485396,30.920778,POINT (121.485396 30.920778)
121.335512,31.089219,POINT (121.335512 31.089219)
121.212256,31.034893,POINT (121.212256 31.034893)
121.495206,31.237881,POINT (121.495206 31.237881)
121.502997,31.165216,POINT (121.502997 31.165216)
121.44162,31.213613,POINT (121.44162 31.213613)
121.416171,31.257651,POINT (121.416171 31.257651)
121.484218,31.237569,POINT (121.484218 31.237569)
121.344315,31.144505,POINT (121.344315 31.144505)
121.463788,31.216855,POINT (121.463788 31.216855)
121.462875,31.258737,POINT (121.462875 31.258737)
121.488383,31.233677,POINT (121.488383 31.233677)
121.446552,31.225731,POINT (121.446552 31.225731)
121.48654,31.189523,POINT (121.48654 31.189523)
121.441791,31.22708,POINT (121.441791 31.22708)
121.394485,31.0877,POINT (121.394485 31.0877)
121.533525,31.219278000000006,POINT (121.533525 31.21927800000001)
121.495608,31.238716,POINT (121.495608 31.238716)
121.506822,31.306734,POINT (121.506822 31.306734)
121.447846,31.219166,POINT (121.447846 31.219166)
121.381129,31.193,POINT (121.381129 31.193)
121.44182,31.227039,POINT (121.44182 31.227039)
121.478815,31.248084,POINT (121.478815 31.248084)
121.494679,31.238764,POINT (121.494679 31.238764)
121.490858,31.239349,POINT (121.490858 31.239349)
121.373435,31.204111,POINT (121.373435 31.204111)
121.415433,31.017934000000004,POINT (121.415433 31.017934)
121.417225,31.281212,POINT (121.417225 31.281212)
121.467607,31.246242,POINT (121.467607 31.246242)
121.441851,31.226911,POINT (121.441851 31.226911)
121.38281200000002,31.138239,POINT (121.382812 31.138239)
121.398128,31.212665,POINT (121.398128 31.212665)
121.5006,31.307341,POINT (121.5006 31.307341)
121.447183,31.23048,POINT (121.447183 31.23048)
121.397872,31.196386,POINT (121.397872 31.196386)
121.46121399999998,31.205584,POINT (121.461214 31.205584)
121.207235,31.042631,POINT (121.207235 31.042631)
121.47723,31.275606,POINT (121.47723 31.275606)
121.410857,31.189745,POINT (121.410857 31.189745)
121.597049,31.207358000000006,POINT (121.597049 31.20735800000001)
121.460001,31.202502000000006,POINT (121.460001 31.20250200000001)
121.46346,31.223201,POINT (121.46346 31.223201)
121.398624,31.199218,POINT (121.398624 31.199218)
121.268219,31.171035,POINT (121.268219 31.171035)
121.43511,31.208921000000004,POINT (121.43511 31.208921)
121.259597,31.107941,POINT (121.259597 31.107941)
121.444888,31.229166,POINT (121.444888 31.229166)
121.382319,31.192924,POINT (121.382319 31.192924)
121.473355,31.220532,POINT (121.473355 31.220532)
121.441711,31.225261,POINT (121.441711 31.225261)
121.522589,31.213945,POINT (121.522589 31.213945)
121.414558,31.207923,POINT (121.414558 31.207923)
121.367721,31.355623,POINT (121.367721 31.355623)
121.553537,31.272996000000006,POINT (121.553537 31.27299600000001)
121.513442,31.304744,POINT (121.513442 31.304744)
121.450807,31.229871000000006,POINT (121.450807 31.22987100000001)
121.396658,31.125939,POINT (121.396658 31.125939)
121.435058,31.208887,POINT (121.435058 31.208887)
121.380973,31.145165,POINT (121.380973 31.145165)
121.463932,31.208689,POINT (121.463932 31.208689)
121.453058,31.235794,POINT (121.453058 31.235794)
121.431644,31.226783,POINT (121.431644 31.226783)
121.559633,31.214352,POINT (121.559633 31.214352)
121.67424,31.199304,POINT (121.67424 31.199304)
121.470189,31.217212,POINT (121.470189 31.217212)
121.496245,31.354732,POINT (121.496245 31.354732)
121.370709,31.224563,POINT (121.370709 31.224563)
121.477909,31.20472,POINT (121.477909 31.20472)
121.435068,31.217106,POINT (121.435068 31.217106)
121.50461,31.252628,POINT (121.50461 31.252628)
121.447846,31.219166,POINT (121.447846 31.219166)
121.467161,31.244735,POINT (121.467161 31.244735)
121.37901399999998,31.24741,POINT (121.379014 31.24741)
121.716677,31.057928000000004,POINT (121.716677 31.057928)
121.439515,31.228466,POINT (121.439515 31.228466)
121.565372,31.116204,POINT (121.565372 31.116204)
121.478,31.281015000000004,POINT (121.478 31.281015)
121.456375,30.943962,POINT (121.456375 30.943962)
121.432059,31.247958,POINT (121.432059 31.247958)
121.591077,31.240209000000004,POINT (121.591077 31.240209)
121.354891,31.225944,POINT (121.354891 31.225944)
121.420342,31.114959,POINT (121.420342 31.114959)
121.334255,30.71747,POINT (121.334255 30.71747)
121.447975,31.218882,POINT (121.447975 31.218882)
121.502601,31.220314,POINT (121.502601 31.220314)
121.558104,31.231433000000006,POINT (121.558104 31.23143300000001)
121.391456,31.105672,POINT (121.391456 31.105672)
121.472127,31.227533,POINT (121.472127 31.227533)
121.185518,31.052879,POINT (121.185518 31.052879)
121.44466,31.330967,POINT (121.44466 31.330967)
121.667832,31.395481,POINT (121.667832 31.395481)
121.10696000000002,31.150185,POINT (121.10696 31.150185)
121.510484,31.213552000000004,POINT (121.510484 31.213552)
121.439947,31.225782,POINT (121.439947 31.225782)
121.500313,31.322277000000003,POINT (121.500313 31.322277)
121.513673,31.231253,POINT (121.513673 31.231253)
121.362315,31.219886,POINT (121.362315 31.219886)
121.410501,31.199990000000003,POINT (121.410501 31.19999)
121.311847,31.064043,POINT (121.311847 31.064043)
121.34516200000002,31.106927,POINT (121.345162 31.106927)
121.351547,31.229588,POINT (121.351547 31.229588)
121.456757,31.275744,POINT (121.456757 31.275744)
121.481026,31.240348,POINT (121.481026 31.240348)
121.493047,31.304221,POINT (121.493047 31.304221)
121.464127,31.233019,POINT (121.464127 31.233019)
121.528487,31.294456,POINT (121.528487 31.294456)
121.503735,30.839885,POINT (121.503735 30.839885)
121.420625,31.208898,POINT (121.420625 31.208898)
121.478002,31.204366,POINT (121.478002 31.204366)
121.056219,31.078871000000003,POINT (121.056219 31.078871)
121.454524,31.219171000000006,POINT (121.454524 31.21917100000001)
121.290673,31.166376,POINT (121.290673 31.166376)
121.472758,31.23608,POINT (121.472758 31.23608)
121.459785,31.265569,POINT (121.459785 31.265569)
121.204897,31.050295,POINT (121.204897 31.050295)
121.45475,30.915661,POINT (121.45475 30.915661)
121.459765,31.233455,POINT (121.459765 31.233455)
121.480535,31.234972,POINT (121.480535 31.234972)
121.46643,31.203555,POINT (121.46643 31.203555)
121.467677,31.244765,POINT (121.467677 31.244765)
121.47957,31.208941,POINT (121.47957 31.208941)
121.501544,31.221969,POINT (121.501544 31.221969)
121.44511,31.213054,POINT (121.44511 31.213054)
121.43698,31.284745,POINT (121.43698 31.284745)
121.451877,31.206391,POINT (121.451877 31.206391)
121.431581,31.323493,POINT (121.431581 31.323493)
121.251769,31.385363,POINT (121.251769 31.385363)
121.54668,31.227528000000003,POINT (121.54668 31.227528)
121.389834,31.148401,POINT (121.389834 31.148401)
121.393561,31.068509,POINT (121.393561 31.068509)
121.311124,31.194511,POINT (121.311124 31.194511)
121.48126200000002,31.201245,POINT (121.481262 31.201245)
121.674823,31.242684000000004,POINT (121.674823 31.242684)
121.462092,31.227624,POINT (121.462092 31.227624)
121.427035,31.194632,POINT (121.427035 31.194632)
121.470442,31.221981,POINT (121.470442 31.221981)
121.463795,31.233012,POINT (121.463795 31.233012)
121.390268,31.224512,POINT (121.390268 31.224512)
121.445607,31.202532,POINT (121.445607 31.202532)
121.393714,31.173413,POINT (121.393714 31.173413)
121.108303,31.150747,POINT (121.108303 31.150747)
121.575858,31.258340000000004,POINT (121.575858 31.25834)
121.468836,31.225045,POINT (121.468836 31.225045)
121.46867,31.217975,POINT (121.46867 31.217975)
121.467651,31.246136,POINT (121.467651 31.246136)
121.511404,31.224418,POINT (121.511404 31.224418)
121.21782,31.011478000000004,POINT (121.21782 31.011478)
121.469738,31.222756,POINT (121.469738 31.222756)
121.513671,31.232516,POINT (121.513671 31.232516)
121.372182,31.234236,POINT (121.372182 31.234236)
121.253725,31.066092,POINT (121.253725 31.066092)
121.399264,31.165898,POINT (121.399264 31.165898)
121.459477,31.233127000000003,POINT (121.459477 31.233127)
121.391766,31.363081,POINT (121.391766 31.363081)
121.224754,31.152344,POINT (121.224754 31.152344)
121.4765,31.203048,POINT (121.4765 31.203048)
121.496602,31.237929,POINT (121.496602 31.237929)
121.447364,31.222494,POINT (121.447364 31.222494)
121.478899,31.238707,POINT (121.478899 31.238707)
121.556174,31.249694,POINT (121.556174 31.249694)
121.526079,31.184939,POINT (121.526079 31.184939)
121.446151,31.222141,POINT (121.446151 31.222141)
121.526773,31.304888,POINT (121.526773 31.304888)
121.566772,31.151917,POINT (121.566772 31.151917)
121.451727,31.205861,POINT (121.451727 31.205861)
121.408692,31.232688,POINT (121.408692 31.232688)
121.43791,31.190141,POINT (121.43791 31.190141)
121.380214,31.251923,POINT (121.380214 31.251923)
121.376899,31.173591,POINT (121.376899 31.173591)
121.377631,31.1896,POINT (121.377631 31.1896)
121.580129,31.266693,POINT (121.580129 31.266693)
121.383855,31.216087,POINT (121.383855 31.216087)
121.583921,31.314551,POINT (121.583921 31.314551)
121.492702,31.30368,POINT (121.492702 31.30368)
121.381793,31.322666,POINT (121.381793 31.322666)
121.531135,31.30194,POINT (121.531135 31.30194)
121.38383799999998,31.216885,POINT (121.383838 31.216885)
121.466731,31.212165,POINT (121.466731 31.212165)
121.502565,31.220315000000006,POINT (121.502565 31.22031500000001)
121.444824,31.34151,POINT (121.444824 31.34151)
121.58278500000002,31.212989,POINT (121.582785 31.212989)
121.437756,31.322802000000006,POINT (121.437756 31.32280200000001)
121.474387,31.200162,POINT (121.474387 31.200162)
121.40764,31.269912,POINT (121.40764 31.269912)
121.653783,31.143791,POINT (121.653783 31.143791)
121.661659,31.137502,POINT (121.661659 31.137502)
121.503151,31.17468,POINT (121.503151 31.17468)
121.394966,31.262412,POINT (121.394966 31.262412)
121.479719,31.401751,POINT (121.479719 31.401751)
121.452547,31.231941,POINT (121.452547 31.231941)
121.313375,30.884217,POINT (121.313375 30.884217)
121.428749,31.019224,POINT (121.428749 31.019224)
121.542656,31.20379,POINT (121.542656 31.20379)
121.577025,31.235683,POINT (121.577025 31.235683)
121.438968,31.183556,POINT (121.438968 31.183556)
121.397301,31.079381,POINT (121.397301 31.079381)
121.503114,31.236473,POINT (121.503114 31.236473)
121.41791,31.217197,POINT (121.41791 31.217197)
121.414156,31.23518,POINT (121.414156 31.23518)
121.274778,31.332078000000006,POINT (121.274778 31.33207800000001)
121.398625,31.199434000000004,POINT (121.398625 31.199434)
121.48281,31.243685,POINT (121.48281 31.243685)
121.455562,31.209612,POINT (121.455562 31.209612)
121.534401,31.219024,POINT (121.534401 31.219024)
121.558107,31.216535,POINT (121.558107 31.216535)
121.341798,31.146581,POINT (121.341798 31.146581)
121.419,31.239322,POINT (121.419 31.239322)
121.444526,31.212727,POINT (121.444526 31.212727)
121.472117,31.235929,POINT (121.472117 31.235929)
121.364906,31.209618,POINT (121.364906 31.209618)
121.453794,31.246321,POINT (121.453794 31.246321)
121.438246,31.187083,POINT (121.438246 31.187083)
121.475958,31.242918,POINT (121.475958 31.242918)
121.442276,31.227566,POINT (121.442276 31.227566)
121.443149,31.32551,POINT (121.443149 31.32551)
121.381601,31.187999,POINT (121.381601 31.187999)
121.472227,31.23503,POINT (121.472227 31.23503)
121.377689,31.157822,POINT (121.377689 31.157822)
121.307459,31.203245000000006,POINT (121.307459 31.20324500000001)
121.383845,31.216166,POINT (121.383845 31.216166)
121.511706,31.224563,POINT (121.511706 31.224563)
121.447047,31.235085,POINT (121.447047 31.235085)
121.35175900000002,31.205799,POINT (121.351759 31.205799)
121.444731,31.233859,POINT (121.444731 31.233859)
121.376923,31.178403000000007,POINT (121.376923 31.17840300000001)
121.207204,31.280965,POINT (121.207204 31.280965)
121.750951,31.047713,POINT (121.750951 31.047713)
121.605864,31.259366,POINT (121.605864 31.259366)
121.567357,31.161395,POINT (121.567357 31.161395)
121.454803,31.230976,POINT (121.454803 31.230976)
121.472569,31.223925,POINT (121.472569 31.223925)
121.517529,30.841642,POINT (121.517529 30.841642)
121.4134,31.238358,POINT (121.4134 31.238358)
